district,elevation,monthly_rainfall_mm,avg_temp_c,soil_nitrogen,soil_phosphorus,soil_potassium,soil_ph,fertilizer_type,drainage_quality,yield_mt_per_hec,recorded_date
Kandy,Mid,90.7,19.3,61.6,18.8,25.0,5.0,Combo,Poor,0.981,1662-10-09
Kandy,Mid,249.7,22.4,53.1,19.4,31.5,4.9,Chemical,Fair,1.096,1662-09-09
Nuwara Eliya,High,298.6,18.3,69.6,28.5,50.9,4.7,Combo,Poor,1.27,1662-08-10
Kalutara,Low,283.9,26.8,76.3,31.9,47.2,4.7,Combo,Good,1.355,1662-07-11
Kandy,Mid,113.1,21.9,68.2,39.6,29.5,5.3,Organic,Fair,1.084,1662-06-11
Kegalle,Mid,101.3,26.5,63.8,17.3,28.9,4.8,Combo,Good,0.988,1662-05-12
Badulla,High,139.7,15.5,68.9,19.2,30.7,4.9,Combo,Poor,1.116,1662-04-12
Kandy,Mid,225.9,28.2,65.6,18.7,54.8,5.1,Combo,Good,1.311,1662-03-13
Kandy,Mid,228.2,23.0,38.8,12.5,57.9,5.4,Organic,Fair,0.841,1662-02-11
Kalutara,Low,262.9,28.8,35.5,37.2,26.1,4.9,Combo,Fair,0.802,1662-01-12
Nuwara Eliya,High,225.9,20.5,24.3,28.2,21.3,4.8,Combo,Fair,0.793,1661-12-13
Kalutara,Low,247.4,30.7,79.8,16.3,23.9,4.9,Chemical,Fair,1.027,1661-11-13
Badulla,High,123.8,21.6,58.3,10.9,45.5,5.1,Organic,Poor,0.898,1661-10-14
Ratnapura,Low,264.7,31.5,51.2,30.7,46.2,4.8,Organic,Poor,0.677,1661-09-14
Badulla,High,206.9,15.9,48.0,30.2,44.9,5.2,Organic,Poor,0.88,1661-08-15
Matale,Mid,66.9,29.0,79.6,10.4,56.9,5.4,Organic,Fair,0.745,1661-07-16
Ratnapura,Low,166.5,23.8,31.8,22.3,46.5,4.9,Organic,Fair,0.749,1661-06-16
Kegalle,Mid,101.2,30.2,69.5,23.0,30.8,4.7,Combo,Fair,0.947,1661-05-17
Badulla,High,70.3,20.7,34.9,35.1,56.3,4.8,Organic,Good,0.688,1661-04-17
Kalutara,Low,250.3,32.4,28.1,22.7,38.7,4.7,Chemical,Good,0.539,1661-03-18
Ratnapura,Low,236.1,27.8,56.8,33.8,40.7,5.0,Combo,Poor,1.229,1661-02-16
Ratnapura,Low,307.1,23.5,59.3,10.5,43.0,4.9,Organic,Poor,0.782,1661-01-17
Badulla,High,216.6,23.9,33.0,31.1,47.1,4.7,Combo,Poor,1.131,1660-12-18
Badulla,High,66.2,18.4,23.8,10.6,40.8,5.1,Combo,Fair,0.49,1660-11-18
Badulla,High,208.1,18.3,32.4,22.9,19.5,4.7,Combo,Poor,0.843,1660-10-19
Badulla,High,105.2,23.6,69.9,33.5,33.0,5.1,Organic,Good,1.008,1660-09-19
Ratnapura,Low,295.8,30.5,66.0,13.3,15.1,4.9,Combo,Fair,0.778,1660-08-20
Kandy,Mid,218.0,25.5,29.9,18.2,30.2,5.5,Organic,Fair,0.602,1660-07-21
Kandy,Mid,174.3,25.9,40.7,12.1,35.2,5.1,Organic,Good,0.685,1660-06-21
Ratnapura,Low,290.5,27.8,79.8,28.3,38.2,5.0,Combo,Fair,1.264,1660-05-22
Kandy,Mid,238.9,21.2,20.4,28.9,51.6,5.0,Chemical,Poor,0.854,1660-04-22
Nuwara Eliya,High,241.3,15.7,25.3,21.0,25.2,4.9,Organic,Fair,0.459,1660-03-23
Galle,Low,230.1,27.3,24.4,37.5,15.3,5.1,Chemical,Good,0.661,1660-02-22
Badulla,High,118.2,20.1,38.5,34.1,56.6,4.7,Combo,Fair,1.094,1660-01-23
Matale,Mid,98.9,23.6,22.8,12.2,28.3,5.6,Combo,Good,0.533,1659-12-24
Galle,Low,280.2,26.4,53.1,30.6,37.1,5.3,Combo,Poor,1.064,1659-11-24
Galle,Low,281.4,27.5,60.6,21.5,26.3,5.4,Combo,Fair,0.977,1659-10-25
Nuwara Eliya,High,169.0,13.2,26.0,16.8,47.6,4.6,Combo,Good,0.647,1659-09-25
Kalutara,Low,196.4,25.5,55.9,35.3,38.5,4.8,Combo,Poor,1.458,1659-08-26
Nuwara Eliya,High,147.6,11.5,25.3,27.5,27.2,4.6,Combo,Poor,0.536,1659-07-27
Matale,Mid,258.1,29.9,71.0,25.6,38.4,5.1,Chemical,Poor,1.058,1659-06-27
Nuwara Eliya,High,293.7,19.2,52.2,26.4,20.3,5.1,Combo,Fair,0.945,1659-05-28
Ratnapura,Low,300.0,32.8,30.6,24.3,59.9,4.7,Chemical,Good,0.548,1659-04-28
Kegalle,Mid,280.1,23.5,61.1,19.0,59.1,4.9,Organic,Poor,0.991,1659-03-29
Kegalle,Mid,133.8,28.5,49.4,22.9,54.7,4.8,Chemical,Good,0.927,1659-02-27
Ratnapura,Low,325.8,33.0,43.6,27.5,43.5,4.8,Combo,Good,0.603,1659-01-28
Matale,Mid,200.1,26.9,68.2,29.3,22.6,5.1,Combo,Good,1.422,1658-12-29
Kalutara,Low,309.1,27.9,47.7,25.2,36.0,4.6,Organic,Poor,0.609,1658-11-29
Galle,Low,313.3,29.4,47.0,22.6,19.5,5.3,Combo,Good,0.658,1658-10-30
Matale,Mid,239.3,29.5,53.7,30.9,27.1,5.5,Combo,Poor,1.016,1658-09-30
Badulla,High,220.5,15.6,27.0,17.0,45.0,4.7,Organic,Good,0.562,1658-08-31
Ratnapura,Low,238.9,29.1,20.6,29.8,27.3,5.1,Combo,Fair,0.616,1658-08-01
Kegalle,Mid,216.4,21.3,57.4,28.8,46.4,5.0,Combo,Good,1.561,1658-07-02
Nuwara Eliya,High,143.7,20.3,73.1,23.5,19.8,4.7,Organic,Fair,1.037,1658-06-02
Nuwara Eliya,High,208.3,14.1,26.5,14.3,18.9,5.0,Combo,Fair,0.552,1658-05-03
Kalutara,Low,169.3,31.7,60.1,32.2,57.9,4.8,Chemical,Good,1.061,1658-04-03
Nuwara Eliya,High,193.4,15.1,54.0,30.3,30.9,4.9,Chemical,Poor,1.052,1658-03-04
Kegalle,Mid,91.2,31.0,20.4,24.8,44.9,5.0,Organic,Fair,0.368,1658-02-02
Badulla,High,204.8,19.9,31.5,11.8,35.6,4.8,Chemical,Poor,0.806,1658-01-03
Ratnapura,Low,218.2,23.9,56.3,28.0,57.2,5.0,Combo,Good,1.541,1657-12-04
Kandy,Mid,272.9,20.2,40.2,12.3,24.2,5.1,Organic,Poor,0.591,1657-11-04
Nuwara Eliya,High,248.3,14.3,25.2,29.3,26.1,4.5,Organic,Poor,0.473,1657-10-05
Kandy,Mid,265.9,19.3,78.7,36.5,17.3,5.3,Combo,Fair,1.455,1657-09-05
Kalutara,Low,242.7,29.0,24.6,37.2,17.6,4.6,Organic,Good,0.498,1657-08-06
Kegalle,Mid,178.7,24.9,65.7,17.2,53.6,4.7,Chemical,Fair,1.377,1657-07-07
Kegalle,Mid,116.2,23.4,38.2,34.7,29.5,5.1,Organic,Fair,0.725,1657-06-07
Kegalle,Mid,203.9,28.0,59.7,18.7,59.3,5.3,Chemical,Fair,1.251,1657-05-08
Kandy,Mid,234.9,23.7,37.9,17.6,42.3,5.1,Chemical,Poor,0.929,1657-04-08
Badulla,High,131.8,16.0,62.6,33.5,51.6,4.8,Chemical,Good,1.133,1657-03-09
Ratnapura,Low,252.1,29.6,46.3,34.4,39.9,5.1,Combo,Good,0.974,1657-02-07
Kegalle,Mid,95.8,24.9,66.0,11.2,26.8,5.1,Chemical,Poor,0.915,1657-01-08
Kalutara,Low,281.9,24.3,72.0,27.9,53.4,4.9,Organic,Fair,1.085,1656-12-09
Kalutara,Low,238.8,32.0,66.3,18.6,50.8,5.0,Organic,Poor,0.791,1656-11-09
Galle,Low,267.8,32.8,36.0,34.0,39.2,5.2,Organic,Good,0.517,1656-10-10
Kegalle,Mid,173.2,30.2,22.9,13.1,36.2,5.2,Combo,Poor,0.549,1656-09-10
Matale,Mid,85.1,22.3,47.8,27.7,17.8,5.3,Organic,Good,0.683,1656-08-11
Kandy,Mid,259.0,26.9,79.9,36.2,48.6,5.3,Organic,Good,1.161,1656-07-12
Kegalle,Mid,286.7,24.1,33.0,30.4,26.9,5.0,Combo,Good,0.821,1656-06-12
Kandy,Mid,101.7,26.3,26.9,39.2,37.9,5.3,Chemical,Good,0.696,1656-05-13
Ratnapura,Low,199.1,28.5,28.8,19.1,36.4,4.9,Organic,Fair,0.58,1656-04-13
Badulla,High,221.9,22.5,57.4,12.8,50.6,5.1,Organic,Good,1.061,1656-03-14
Kalutara,Low,253.8,31.5,50.2,37.5,51.4,4.7,Combo,Poor,0.993,1656-02-13
Ratnapura,Low,286.4,31.2,72.0,13.0,43.8,4.7,Organic,Poor,0.711,1656-01-14
Nuwara Eliya,High,118.2,16.1,28.5,22.7,47.0,5.0,Combo,Poor,0.701,1655-12-15
Galle,Low,291.4,27.0,60.0,24.6,31.5,4.8,Combo,Poor,1.002,1655-11-15
Galle,Low,285.1,30.7,23.9,28.7,51.2,5.4,Combo,Good,0.62,1655-10-16
Kandy,Mid,230.6,28.0,60.9,30.4,44.4,5.2,Organic,Poor,0.97,1655-09-16
Badulla,High,62.2,21.0,77.2,37.5,53.7,4.6,Combo,Fair,1.377,1655-08-17
Ratnapura,Low,345.6,27.6,36.3,16.7,23.9,5.3,Chemical,Good,0.48,1655-07-18
Badulla,High,107.9,23.4,67.8,33.8,17.9,4.7,Organic,Good,0.95,1655-06-18
Kalutara,Low,260.0,28.5,46.7,17.6,26.6,4.8,Organic,Good,0.614,1655-05-19
Badulla,High,101.4,19.6,42.9,20.5,26.1,5.0,Chemical,Poor,0.746,1655-04-19
Kegalle,Mid,234.3,26.3,71.9,10.6,28.5,5.0,Organic,Fair,0.953,1655-03-20
Ratnapura,Low,257.0,26.3,21.2,28.6,31.2,4.8,Combo,Poor,0.672,1655-02-18
Nuwara Eliya,High,178.5,11.9,52.8,23.3,40.7,5.0,Chemical,Poor,0.861,1655-01-19
Nuwara Eliya,High,227.0,19.7,30.6,33.1,34.6,5.0,Organic,Fair,0.749,1654-12-20
Matale,Mid,65.0,28.5,57.3,35.9,24.6,5.1,Organic,Fair,0.618,1654-11-20
Ratnapura,Low,169.9,29.8,61.5,31.2,52.8,5.0,Combo,Fair,1.25,1654-10-21
Matale,Mid,216.8,25.6,29.7,15.4,43.1,5.1,Chemical,Poor,0.78,1654-09-21
Badulla,High,122.7,15.1,24.5,36.4,55.8,4.8,Combo,Fair,0.773,1654-08-22
Kegalle,Mid,150.3,23.4,64.0,25.9,46.3,5.1,Chemical,Fair,1.353,1654-07-23
Matale,Mid,97.7,21.3,68.2,31.1,40.8,5.5,Combo,Fair,1.345,1654-06-23
Kandy,Mid,181.1,24.1,75.3,39.3,16.9,5.0,Chemical,Poor,1.536,1654-05-24
Matale,Mid,184.6,24.4,27.3,38.5,59.8,5.6,Chemical,Poor,1.091,1654-04-24
Kandy,Mid,220.1,20.1,67.1,38.7,33.1,5.2,Organic,Fair,1.251,1654-03-25
Badulla,High,151.1,21.7,40.4,14.8,41.4,4.6,Organic,Poor,0.78,1654-02-23
Galle,Low,266.9,31.0,70.7,29.4,29.5,4.9,Chemical,Fair,0.952,1654-01-24
Matale,Mid,192.1,20.1,37.7,11.8,24.1,5.3,Organic,Good,0.668,1653-12-25
Matale,Mid,70.5,26.7,63.2,11.1,21.9,5.2,Chemical,Poor,0.738,1653-11-25
Ratnapura,Low,150.2,26.7,22.6,22.4,31.8,5.2,Organic,Good,0.491,1653-10-26
Matale,Mid,175.5,26.8,72.7,17.3,33.4,5.3,Combo,Good,1.372,1653-09-26
Nuwara Eliya,High,197.7,18.6,48.4,32.7,48.2,5.0,Organic,Good,1.044,1653-08-27
Matale,Mid,72.6,29.8,27.2,12.0,32.6,5.4,Chemical,Poor,0.399,1653-07-28
Galle,Low,257.7,32.7,40.0,38.6,21.7,4.9,Combo,Good,0.716,1653-06-28
Ratnapura,Low,181.8,27.6,23.0,19.1,35.9,5.0,Chemical,Poor,0.621,1653-05-29
Kegalle,Mid,216.7,24.2,51.8,12.5,22.2,5.1,Chemical,Good,0.997,1653-04-29
Nuwara Eliya,High,295.9,12.8,60.9,24.1,49.9,4.8,Chemical,Good,0.823,1653-03-30
Nuwara Eliya,High,293.1,13.1,23.1,37.8,45.8,5.0,Combo,Poor,0.622,1653-02-28
Ratnapura,Low,332.8,31.6,61.5,30.1,24.2,5.0,Chemical,Good,0.664,1653-01-29
Kandy,Mid,210.2,23.7,78.1,34.5,51.9,5.0,Organic,Good,1.488,1652-12-30
Ratnapura,Low,180.6,24.4,56.8,19.2,37.4,5.3,Combo,Poor,1.317,1652-11-30
Matale,Mid,135.6,28.8,41.0,39.0,18.5,5.2,Chemical,Good,0.76,1652-10-31
Matale,Mid,69.7,20.2,32.3,37.7,35.7,5.5,Chemical,Good,0.721,1652-10-01
Kegalle,Mid,172.3,26.5,59.7,37.9,36.4,5.2,Chemical,Good,1.277,1652-09-01
Badulla,High,111.6,20.0,50.7,17.5,48.1,4.8,Chemical,Good,0.967,1652-08-02
Kalutara,Low,162.1,24.7,55.7,19.7,55.9,4.8,Chemical,Poor,1.227,1652-07-03
Galle,Low,182.0,28.1,58.0,32.8,47.2,5.2,Organic,Good,0.998,1652-06-03
Ratnapura,Low,160.5,25.3,56.4,17.2,36.4,5.2,Chemical,Good,1.066,1652-05-04
Kalutara,Low,171.0,31.6,61.3,30.7,47.6,4.7,Combo,Fair,1.121,1652-04-04
Matale,Mid,199.6,21.0,20.3,35.6,35.3,5.1,Combo,Fair,0.966,1652-03-05
Badulla,High,236.8,20.5,45.3,17.7,31.7,5.0,Organic,Poor,0.794,1652-02-04
Nuwara Eliya,High,209.8,17.1,71.3,14.4,20.4,4.8,Organic,Fair,0.975,1652-01-05
Badulla,High,121.6,20.3,29.1,25.3,42.0,5.0,Organic,Good,0.624,1651-12-06
Galle,Low,131.3,27.1,55.0,21.8,20.3,5.1,Chemical,Poor,0.866,1651-11-06
Galle,Low,196.7,24.6,31.3,14.1,38.4,4.9,Combo,Poor,0.898,1651-10-07
Kegalle,Mid,151.4,23.9,44.8,29.2,45.7,5.0,Chemical,Fair,1.085,1651-09-07
Kalutara,Low,298.7,27.0,46.0,12.8,23.8,4.8,Chemical,Fair,0.657,1651-08-08
Ratnapura,Low,166.7,24.6,64.9,26.7,39.5,4.7,Chemical,Fair,1.332,1651-07-09
Kandy,Mid,137.0,22.7,38.4,35.2,55.5,5.3,Combo,Poor,1.212,1651-06-09
Kandy,Mid,161.4,22.3,43.0,12.4,43.4,5.3,Combo,Poor,1.097,1651-05-10
Kegalle,Mid,124.8,23.4,52.2,29.2,43.8,4.8,Combo,Fair,1.22,1651-04-10
Badulla,High,174.7,18.4,78.6,11.6,21.2,4.8,Combo,Good,1.389,1651-03-11
Ratnapura,Low,207.8,23.5,67.4,12.4,42.4,5.0,Chemical,Good,1.401,1651-02-09
Kandy,Mid,116.7,20.9,21.9,14.6,33.7,5.4,Combo,Fair,0.604,1651-01-10
Ratnapura,Low,316.0,31.8,24.8,37.5,36.8,5.3,Chemical,Poor,0.489,1650-12-11
Ratnapura,Low,341.8,29.9,34.5,23.3,40.6,4.8,Chemical,Poor,0.51,1650-11-11
Galle,Low,246.2,31.9,78.0,14.3,52.2,4.9,Combo,Fair,1.141,1650-10-12
Kegalle,Mid,145.5,29.1,25.7,31.4,55.9,4.9,Combo,Good,0.802,1650-09-12
Kandy,Mid,241.6,19.0,55.9,30.7,19.0,5.4,Chemical,Fair,1.085,1650-08-13
Galle,Low,160.9,32.5,40.1,31.1,18.6,5.2,Organic,Fair,0.523,1650-07-14
Badulla,High,240.2,18.2,33.6,28.1,42.2,5.2,Combo,Poor,0.944,1650-06-14
Kegalle,Mid,200.1,21.9,54.3,15.2,43.1,4.7,Chemical,Good,1.323,1650-05-15
Nuwara Eliya,High,110.3,17.0,50.3,21.3,49.2,4.9,Chemical,Fair,0.89,1650-04-15
Matale,Mid,153.9,26.0,23.3,19.3,26.0,5.3,Combo,Good,0.623,1650-03-16
Matale,Mid,143.8,25.5,49.0,35.9,31.5,5.0,Chemical,Fair,1.039,1650-02-14
Kandy,Mid,190.8,19.6,45.3,22.9,58.0,5.5,Chemical,Poor,1.233,1650-01-15
Kalutara,Low,207.9,32.2,66.2,14.2,20.9,4.8,Combo,Good,0.979,1649-12-16
Matale,Mid,92.3,22.4,35.2,14.2,45.5,5.4,Organic,Good,0.605,1649-11-16
Badulla,High,129.4,15.7,36.0,21.1,56.8,5.0,Combo,Fair,0.836,1649-10-17
Nuwara Eliya,High,295.9,13.9,20.0,10.4,47.1,4.6,Combo,Good,0.454,1649-09-17
Kandy,Mid,201.1,19.6,75.1,35.4,38.6,5.4,Combo,Good,1.832,1649-08-18
Nuwara Eliya,High,248.8,13.7,42.8,13.0,20.6,4.8,Organic,Fair,0.503,1649-07-19
Ratnapura,Low,222.1,30.6,32.6,24.0,30.0,5.1,Organic,Good,0.536,1649-06-19
Badulla,High,193.7,18.3,28.1,28.4,40.3,4.9,Chemical,Good,0.879,1649-05-20
Matale,Mid,72.4,22.7,63.0,22.4,52.7,5.1,Organic,Poor,0.873,1649-04-20
Nuwara Eliya,High,213.8,15.5,40.0,32.1,41.1,4.7,Combo,Poor,1.037,1649-03-21
Kandy,Mid,88.7,21.7,58.2,27.9,22.3,4.9,Combo,Good,1.074,1649-02-19
Galle,Low,281.5,34.0,50.3,12.1,50.9,5.1,Organic,Good,0.505,1649-01-20
Nuwara Eliya,High,135.0,14.8,26.9,20.7,54.3,4.9,Organic,Poor,0.528,1648-12-21
Kandy,Mid,111.9,22.8,25.1,17.5,40.2,5.5,Chemical,Good,0.644,1648-11-21
Matale,Mid,149.3,23.3,51.6,27.0,50.0,5.2,Chemical,Poor,1.201,1648-10-22
Kandy,Mid,171.8,20.1,29.7,17.7,41.5,5.5,Combo,Good,0.894,1648-09-22
Kandy,Mid,136.7,27.2,65.7,12.8,18.1,5.0,Organic,Fair,0.761,1648-08-23
Badulla,High,82.3,24.6,50.6,13.7,21.9,5.0,Combo,Poor,0.78,1648-07-24
Galle,Low,225.0,25.9,71.1,37.3,20.6,5.2,Combo,Fair,1.479,1648-06-24
Badulla,High,58.5,20.8,57.8,33.8,33.3,4.8,Combo,Poor,1.03,1648-05-25
Kalutara,Low,304.5,25.2,36.5,38.5,29.0,4.8,Organic,Fair,0.639,1648-04-25
Kalutara,Low,189.8,29.5,51.4,11.3,38.0,4.9,Organic,Fair,0.727,1648-03-26
Kandy,Mid,130.9,28.9,73.8,38.9,45.5,5.3,Combo,Good,1.312,1648-02-25
Kandy,Mid,200.4,22.0,42.2,29.4,26.3,5.0,Combo,Fair,1.271,1648-01-26
Badulla,High,175.6,16.6,78.3,36.4,21.1,5.0,Organic,Good,1.122,1647-12-27
Galle,Low,256.0,33.8,35.1,25.0,41.1,5.1,Chemical,Good,0.575,1647-11-27
Badulla,High,56.3,19.4,74.0,23.3,56.8,4.8,Chemical,Fair,1.063,1647-10-28
Galle,Low,187.7,31.4,69.3,31.6,50.2,5.2,Combo,Good,1.309,1647-09-28
Kalutara,Low,195.8,30.4,45.6,25.2,35.9,4.5,Combo,Good,0.956,1647-08-29
Kegalle,Mid,240.6,30.3,59.7,14.4,29.0,4.9,Organic,Fair,0.704,1647-07-30
Ratnapura,Low,294.7,23.6,22.0,21.9,51.9,4.7,Combo,Fair,0.722,1647-06-30
Kalutara,Low,188.3,25.4,71.7,12.9,54.7,4.6,Combo,Good,1.576,1647-05-31
Nuwara Eliya,High,267.9,12.6,29.6,12.2,44.3,4.8,Organic,Poor,0.422,1647-05-01
Kegalle,Mid,268.0,29.2,73.3,14.3,42.3,4.9,Combo,Fair,1.115,1647-04-01
Galle,Low,223.6,29.4,57.2,16.3,39.8,5.1,Combo,Poor,1.068,1647-03-02
Badulla,High,225.4,22.4,77.9,29.4,19.6,4.6,Organic,Poor,1.279,1647-01-31
Kalutara,Low,178.7,26.2,71.5,18.4,27.2,4.6,Combo,Fair,1.371,1647-01-01
Badulla,High,193.8,22.8,44.9,27.9,20.8,4.9,Chemical,Good,1.107,1646-12-02
Kegalle,Mid,236.9,26.8,61.3,23.8,52.0,5.1,Chemical,Good,1.209,1646-11-02
Galle,Low,318.3,31.1,76.0,16.2,40.0,5.3,Organic,Good,0.673,1646-10-03
Kalutara,Low,200.4,27.8,46.4,38.4,21.2,5.0,Combo,Fair,1.132,1646-09-03
Matale,Mid,201.1,26.5,53.4,16.3,48.7,5.3,Organic,Good,0.945,1646-08-04
Nuwara Eliya,High,101.5,11.9,24.1,31.7,29.4,4.8,Chemical,Fair,0.453,1646-07-05
Ratnapura,Low,166.3,28.0,28.4,39.8,19.1,5.1,Combo,Good,0.784,1646-06-05
Kandy,Mid,201.0,19.3,21.7,21.6,24.3,5.0,Organic,Good,0.544,1646-05-06
Kalutara,Low,211.3,29.3,28.0,15.6,15.8,4.6,Combo,Fair,0.579,1646-04-06
Ratnapura,Low,346.3,24.7,50.2,26.3,43.8,4.9,Combo,Poor,0.861,1646-03-07
Kegalle,Mid,201.9,21.0,30.3,19.4,43.3,4.8,Chemical,Good,0.934,1646-02-05
Ratnapura,Low,251.0,24.4,70.2,19.9,59.8,5.0,Combo,Good,1.533,1646-01-06
Ratnapura,Low,330.8,28.8,73.6,26.9,15.3,5.1,Combo,Poor,0.894,1645-12-07
Ratnapura,Low,289.3,30.3,75.4,32.4,52.4,5.1,Chemical,Poor,1.076,1645-11-07
Kegalle,Mid,175.4,25.9,39.7,13.9,36.0,5.0,Chemical,Good,0.84,1645-10-08
Galle,Low,285.8,25.1,43.3,22.2,33.9,5.1,Organic,Fair,0.674,1645-09-08
Galle,Low,179.3,31.1,48.9,21.1,27.1,5.4,Combo,Poor,0.854,1645-08-09
Galle,Low,124.4,31.5,55.7,28.1,24.3,5.0,Combo,Fair,0.816,1645-07-10
Galle,Low,316.1,33.8,73.8,32.4,42.0,5.1,Combo,Poor,0.853,1645-06-10
Galle,Low,244.8,30.3,71.8,16.7,33.5,5.2,Combo,Poor,1.099,1645-05-11
Kandy,Mid,118.7,24.7,71.1,28.3,25.2,5.4,Chemical,Poor,1.182,1645-04-11
Kegalle,Mid,206.8,23.9,50.8,19.8,15.7,5.0,Organic,Good,0.858,1645-03-12
Galle,Low,190.9,29.3,22.6,14.3,44.9,5.1,Organic,Good,0.486,1645-02-10
Galle,Low,135.3,24.6,54.8,28.1,35.5,5.3,Chemical,Poor,1.093,1645-01-11
Ratnapura,Low,302.5,30.6,74.0,35.2,20.3,5.0,Combo,Poor,0.98,1644-12-12
Badulla,High,237.9,20.4,53.8,22.9,23.2,4.9,Chemical,Fair,1.094,1644-11-12
Kandy,Mid,111.6,22.4,53.4,38.0,32.5,5.3,Organic,Good,0.922,1644-10-13
Galle,Low,130.5,31.0,49.7,22.3,19.8,4.8,Chemical,Good,0.684,1644-09-13
Nuwara Eliya,High,118.9,12.0,49.9,26.4,47.4,4.5,Combo,Good,0.812,1644-08-14
Kegalle,Mid,180.3,24.3,57.9,32.4,18.5,5.0,Combo,Fair,1.33,1644-07-15
Badulla,High,162.1,16.9,60.7,10.5,43.4,5.0,Organic,Good,0.85,1644-06-15
Ratnapura,Low,257.9,29.8,78.4,31.9,56.6,4.8,Chemical,Poor,1.25,1644-05-16
Galle,Low,142.0,33.8,48.4,36.8,15.8,5.0,Organic,Poor,0.542,1644-04-16
Matale,Mid,170.3,26.1,63.3,36.5,29.4,5.2,Chemical,Good,1.277,1644-03-17
Badulla,High,85.0,15.3,51.6,28.2,56.8,5.1,Organic,Good,0.677,1644-02-16
Kandy,Mid,257.2,24.5,23.3,13.0,25.4,5.0,Organic,Fair,0.434,1644-01-17
Kalutara,Low,262.6,30.9,48.3,39.1,28.4,4.5,Organic,Fair,0.658,1643-12-18
Badulla,High,132.8,22.8,74.4,30.1,49.2,4.7,Combo,Poor,1.631,1643-11-18
Kegalle,Mid,149.0,21.3,49.7,17.4,25.6,5.0,Organic,Good,0.815,1643-10-19
Galle,Low,317.7,26.5,26.9,33.2,42.8,4.8,Organic,Poor,0.515,1643-09-19
Nuwara Eliya,High,128.3,19.6,67.7,20.9,56.1,4.7,Organic,Poor,1.039,1643-08-20
Badulla,High,203.8,21.1,32.8,30.1,24.3,4.9,Organic,Poor,0.788,1643-07-21
Kegalle,Mid,148.5,27.7,73.4,29.0,26.5,4.7,Combo,Fair,1.281,1643-06-21
Ratnapura,Low,187.0,25.5,41.9,12.7,16.0,4.9,Organic,Fair,0.646,1643-05-22
Matale,Mid,227.7,26.2,35.7,34.2,41.4,5.5,Chemical,Poor,0.961,1643-04-22
Galle,Low,229.2,33.0,28.1,37.1,52.8,5.2,Combo,Fair,0.753,1643-03-23
Matale,Mid,211.6,24.1,38.4,19.7,40.2,5.0,Chemical,Good,0.996,1643-02-21
Kalutara,Low,289.1,28.3,79.6,16.6,35.9,4.9,Chemical,Poor,1.047,1643-01-22
Ratnapura,Low,185.8,24.5,54.6,32.9,20.8,5.2,Chemical,Fair,1.207,1642-12-23
Kegalle,Mid,273.8,24.8,21.8,32.0,24.9,4.8,Combo,Good,0.682,1642-11-23
Nuwara Eliya,High,106.8,12.8,71.6,11.3,42.3,5.0,Chemical,Good,0.836,1642-10-24
Badulla,High,241.7,21.1,60.6,35.1,55.6,4.9,Combo,Poor,1.615,1642-09-24
Matale,Mid,125.9,26.7,53.1,26.9,58.8,5.4,Chemical,Fair,1.043,1642-08-25
Badulla,High,243.0,16.2,25.0,16.7,56.2,5.1,Organic,Good,0.554,1642-07-26
Kegalle,Mid,229.9,24.9,54.9,12.8,52.9,4.7,Chemical,Good,1.156,1642-06-26
Badulla,High,100.6,22.1,62.1,31.4,42.3,5.1,Chemical,Good,1.203,1642-05-27
Nuwara Eliya,High,296.7,18.4,53.7,20.2,20.8,4.8,Chemical,Fair,0.82,1642-04-27
Nuwara Eliya,High,103.2,13.0,60.9,36.0,29.3,5.1,Chemical,Fair,0.823,1642-03-28
Ratnapura,Low,334.6,30.4,44.6,38.4,47.2,5.1,Organic,Fair,0.562,1642-02-26
Ratnapura,Low,326.2,28.3,53.9,22.7,36.8,5.1,Chemical,Good,0.726,1642-01-27
Nuwara Eliya,High,178.4,16.7,78.9,16.6,47.6,4.6,Organic,Poor,1.127,1641-12-28
Kandy,Mid,276.4,25.2,54.7,19.8,28.8,5.2,Organic,Fair,0.767,1641-11-28
Kalutara,Low,244.3,23.4,27.2,32.4,36.0,4.7,Chemical,Good,0.847,1641-10-29
Matale,Mid,211.7,29.2,59.9,10.7,36.1,5.6,Chemical,Poor,0.992,1641-09-29
Badulla,High,178.4,24.6,48.3,20.8,16.9,5.0,Chemical,Good,0.967,1641-08-30
Matale,Mid,67.5,22.3,73.0,15.2,34.8,5.4,Combo,Fair,1.136,1641-07-31
Nuwara Eliya,High,295.6,12.0,38.6,21.3,56.1,4.6,Combo,Good,0.678,1641-07-01
Badulla,High,159.4,23.0,64.3,16.8,39.2,5.0,Combo,Fair,1.407,1641-06-01
Ratnapura,Low,238.5,26.7,46.8,24.2,52.3,4.9,Chemical,Fair,1.03,1641-05-02
Nuwara Eliya,High,117.0,17.1,23.1,32.8,26.3,4.6,Chemical,Poor,0.586,1641-04-02
Kandy,Mid,221.7,19.2,42.8,38.8,54.9,5.5,Organic,Poor,1.01,1641-03-03
Kalutara,Low,263.2,29.7,46.9,26.2,49.1,4.6,Chemical,Good,0.852,1641-02-01
Matale,Mid,176.5,29.9,23.5,30.5,50.6,5.4,Organic,Fair,0.582,1641-01-02
Nuwara Eliya,High,147.4,19.1,39.2,28.5,34.2,4.7,Combo,Poor,0.985,1640-12-03
